,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,10.111,0.002,0.002
3,3.0,0.0,10.111,0.001,0.002
4,4.0,0.0,5.442,0.001,0.002
5,5.0,0.0,5.442,0.001,0.002
6,6.0,0.0,3.84,0.001,0.002
7,79.0,10.0,1.107,0.161,0.165
8,80.0,10.0,1.107,0.173,0.173
9,81.0,10.0,1.107,0.198,0.198
10,82.0,10.0,1.105,0.188,0.198
11,83.0,10.0,1.105,0.194,0.198
12,84.0,10.0,1.161,0.188,0.198
13,85.0,10.0,1.161,0.193,0.198
14,86.0,10.0,1.159,0.188,0.198
15,159.0,20.0,1.155,0.656,0.665
16,160.0,20.0,1.155,0.681,0.681
17,161.0,20.0,1.155,0.737,0.737
18,162.0,20.0,1.151,0.715,0.737
19,163.0,20.0,1.151,0.728,0.737
20,164.0,20.0,1.16,0.715,0.737
21,165.0,20.0,1.16,0.727,0.737
22,166.0,20.0,1.161,0.715,0.737
23,239.0,30.0,1.071,1.543,1.556
24,240.0,30.0,1.071,1.58,1.58
25,241.0,30.0,1.071,1.665,1.665
26,242.0,30.0,1.062,1.631,1.665
27,243.0,30.0,1.062,1.652,1.665
28,244.0,30.0,1.063,1.631,1.665
29,245.0,30.0,1.063,1.652,1.665
30,246.0,30.0,1.059,1.631,1.665
31,319.0,40.0,0.97,2.768,2.784
32,320.0,40.0,0.97,2.816,2.816
33,321.0,40.0,0.97,2.925,2.925
34,322.0,40.0,0.966,2.881,2.925
35,323.0,40.0,0.966,2.907,2.925
36,324.0,40.0,0.966,2.881,2.925
37,325.0,40.0,0.966,2.908,2.925
38,326.0,40.0,0.966,2.881,2.925
39,399.0,50.0,0.931,4.327,4.348
40,400.0,50.0,0.931,4.389,4.389
41,401.0,50.0,0.931,4.525,4.525
42,402.0,50.0,0.926,4.47,4.525
43,403.0,50.0,0.926,4.502,4.525
44,404.0,50.0,0.927,4.47,4.525
45,405.0,50.0,0.927,4.502,4.525
46,406.0,50.0,0.927,4.47,4.525
47,479.0,60.0,0.892,6.252,6.278
48,480.0,60.0,0.892,6.327,6.327
49,481.0,60.0,0.892,6.492,6.492
50,482.0,60.0,0.887,6.426,6.492
51,483.0,60.0,0.887,6.465,6.492
52,484.0,60.0,0.888,6.426,6.492
53,485.0,60.0,0.888,6.465,6.492
54,486.0,60.0,0.888,6.426,6.492
55,559.0,70.0,0.856,8.552,8.583
56,560.0,70.0,0.856,8.641,8.641
57,561.0,70.0,0.856,8.834,8.834
58,562.0,70.0,0.852,8.756,8.834
59,563.0,70.0,0.852,8.802,8.834
60,564.0,70.0,0.853,8.756,8.834
61,565.0,70.0,0.853,8.802,8.834
62,566.0,70.0,0.853,8.756,8.834
63,639.0,80.0,0.828,11.213,11.249
64,640.0,80.0,0.828,11.315,11.315
65,641.0,80.0,0.828,11.535,11.535
66,642.0,80.0,0.824,11.447,11.535
67,643.0,80.0,0.824,11.498,11.535
68,644.0,80.0,0.825,11.447,11.535
69,645.0,80.0,0.825,11.498,11.535
70,646.0,80.0,0.825,11.447,11.535
71,719.0,90.0,0.797,14.224,14.265
72,720.0,90.0,0.797,14.339,14.339
73,721.0,90.0,0.797,14.586,14.586
74,722.0,90.0,0.792,14.487,14.586
75,723.0,90.0,0.792,14.544,14.586
76,724.0,90.0,0.793,14.487,14.586
77,725.0,90.0,0.793,14.544,14.586
78,726.0,90.0,0.793,14.487,14.586
79,799.0,100.0,0.762,17.571,17.617
80,800.0,100.0,0.762,17.699,17.699
81,801.0,100.0,0.762,17.97,17.97
82,802.0,100.0,0.758,17.861,17.97
83,803.0,100.0,0.758,17.923,17.97
84,804.0,100.0,0.759,17.861,17.97
85,805.0,100.0,0.759,17.923,17.97
86,806.0,100.0,0.76,17.861,17.97
87,879.0,110.0,0.725,21.234,21.284
88,880.0,110.0,0.725,21.373,21.373
89,881.0,110.0,0.725,21.667,21.667
90,882.0,110.0,0.719,21.549,21.667
91,883.0,110.0,0.719,21.617,21.667
92,884.0,110.0,0.72,21.549,21.667
93,885.0,110.0,0.72,21.617,21.667
94,886.0,110.0,0.719,21.549,21.667
95,959.0,120.0,0.672,25.171,25.228
96,960.0,120.0,0.672,25.321,25.321
97,961.0,120.0,0.672,25.634,25.634
