Generated by pymatgen.io.lammps.data.LammpsData

24948  atoms

    1  atom types

0.000000 54.504395  xlo xhi
0.000000 63.033596  ylo yhi
0.000000 104.937693  zlo zhi
1.432581 0.000000 0.000000  xy xz yz

Masses

1  55.85

Atoms

7151   1  3.177886 18.057989 46.382545
15368  1  3.958406 16.887705 44.367009
19635  1  0.700414 18.057989 46.382545
21704  1  2.354344 15.730574 46.392221
2993   1  1.575595 16.899207 48.407597
7250   1  3.276145 18.067798 50.423176
15467  1  4.053068 16.899207 48.407597
19734  1  0.798672 18.067798 50.423176
21803  1  2.450700 15.741660 50.433582
3093   1  4.153478 16.912685 52.448926
15566  1  1.676005 16.912685 52.448926
7349   1  0.908588 18.088678 54.464299
9428   1  2.549668 15.757908 54.473521
15665  1  1.780768 16.935976 56.488246
19823  1  3.386061 18.088677 54.464299
7448   1  1.016761 18.115771 58.502787
9527   1  2.642063 15.777732 58.510806
15764  1  1.869289 16.954144 60.525806
19922  1  3.494234 18.115771 58.502787
7547   1  1.097262 18.127188 62.542254
9626   1  2.710449 15.787846 62.548814
15863  1  1.928689 16.958586 64.566668
20021  1  3.574734 18.127188 62.542254
7646   1  1.147233 18.125958 66.587181
9725   1  2.751553 15.789133 66.591477
15962  1  1.961070 16.956838 68.613142
20120  1  3.624706 18.125958 66.587181
7745   1  1.170786 18.122671 70.637543
9824   1  2.768325 15.788820 70.639317
16061  1  1.969200 16.956584 72.664351
20219  1  3.648258 18.122671 70.637543
7844   1  1.169505 18.123634 74.691736
9923   1  2.762449 15.791820 74.690813
20318  1  3.646978 18.123634 74.691736
7943   1  1.143246 18.129996 78.748492
10022  1  2.734089 15.798790 78.743993
16160  1  1.953733 16.961141 76.718582
20417  1  3.620718 18.129995 78.748492
8042   1  1.091100 18.137591 82.806166
10121  1  2.682413 15.805279 82.796959
16259  1  1.914315 16.968867 80.774101
20516  1  3.568572 18.137591 82.806166
8141   1  1.010384 18.135773 86.861539
10220  1  2.604463 15.801046 86.847994
16358  1  1.849424 16.972369 84.828691
20615  1  3.487857 18.135773 86.861538
8240   1  0.895593 18.108678 90.911357
10319  1  2.495456 15.772676 90.896155
16457  1  1.754788 16.958375 88.879837
20714  1  3.373065 18.108677 90.911357
3984   1  4.232261 16.958375 88.879837
16556  1  1.627836 16.915458 92.926987
4083   1  4.105308 16.915457 92.926987
34     1  1.614660 20.386934 10.033192
4192   1  3.198698 21.530046 12.060199
12508  1  4.092132 20.386934 10.033192
22892  1  2.351647 19.196661 12.049121
16676  1  0.721226 21.530047 12.060199
133    1  1.474737 20.350128 14.075417
4291   1  3.079467 21.515727 16.095971
12607  1  3.952210 20.350128 14.075417
22991  1  2.241157 19.174520 16.090590
16775  1  0.601994 21.515728 16.095971
232    1  1.383317 20.343776 18.111693
4390   1  3.008311 21.518446 20.128944
12706  1  3.860790 20.343776 18.111693
23090  1  2.170404 19.172859 20.128456
16874  1  0.530838 21.518446 20.128944
331    1  1.329292 20.347628 22.147616
4489   1  2.970700 21.523689 24.165611
12805  1  3.806765 20.347628 22.147616
23189  1  2.131031 19.177405 24.167221
16973  1  0.493227 21.523690 24.165611
430    1  1.303729 20.352782 26.186552
4588   1  2.957660 21.528347 28.205697
12904  1  3.781201 20.352781 26.186552
23288  1  2.117538 19.182392 28.207915
17072  1  0.480187 21.528347 28.205698
529    1  1.301556 20.357551 30.227232
13003  1  3.779028 20.357551 30.227232
628    1  1.321778 20.363354 34.267196
4687   1  2.965454 21.533010 32.246641
13102  1  3.799251 20.363354 34.267196
23387  1  2.127768 19.187603 32.248602
17171  1  0.487982 21.533010 32.246641
727    1  1.365896 20.372042 38.304913
4786   1  2.994448 21.539327 36.286246
13201  1  3.843368 20.372042 38.304913
17270  1  0.516975 21.539327 36.286246
23486  1  2.162699 19.195504 36.287256
826    1  1.433318 20.381866 42.340646
4885   1  3.046175 21.547328 40.323312
13300  1  3.910791 20.381865 42.340646
17369  1  0.568703 21.547328 40.323312
23585  1  2.223216 19.207473 40.323758
925    1  1.518736 20.387508 46.376135
4984   1  3.119488 21.552712 44.357913
13399  1  3.996208 20.387507 46.376135
17468  1  0.642016 21.552712 44.357913
23684  1  2.303944 19.218749 44.360066
1024   1  1.621243 20.393572 50.414053
5083   1  3.212881 21.553837 48.392132
13498  1  4.098715 20.393571 50.414053
17567  1  0.735409 21.553837 48.392132
23783  1  2.397395 19.225738 48.398210
5182   1  0.855241 21.565084 52.430210
11408  1  2.505768 19.239527 52.439021
17656  1  3.332713 21.565084 52.430210
1124   1  4.224407 20.417747 54.454954
5281   1  1.002941 21.604008 56.470428
11507  1  2.627972 19.270316 56.479315
13597  1  1.746934 20.417748 54.454954
17755  1  3.480414 21.604007 56.470428
5380   1  1.129444 21.630602 60.510891
11606  1  2.732759 19.293016 60.518127
13696  1  1.877054 20.453167 58.494212
17854  1  3.606917 21.630601 60.510891
5479   1  1.212627 21.629327 64.558469
11705  1  2.803149 19.295587 64.561518
13795  1  1.972302 20.464506 62.536089
17953  1  3.690099 21.629327 64.558469
5578   1  1.261646 21.619997 68.611476
11804  1  2.843719 19.290352 68.610910
13894  1  2.032188 20.459444 66.584602
