,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,10.07,0.002,0.002
3,3.0,0.0,10.07,0.001,0.002
4,4.0,0.0,5.808,0.001,0.002
5,5.0,0.0,5.808,0.001,0.002
6,6.0,0.0,4.24,0.001,0.002
7,79.0,10.0,1.024,0.181,0.185
8,80.0,10.0,1.024,0.183,0.185
9,81.0,10.0,1.024,0.208,0.208
10,82.0,10.0,1.018,0.219,0.219
11,83.0,10.0,1.018,0.214,0.219
12,84.0,10.0,1.02,0.219,0.219
13,85.0,10.0,1.02,0.214,0.219
14,86.0,10.0,1.015,0.219,0.219
15,159.0,20.0,0.953,0.651,0.66
16,160.0,20.0,0.953,0.655,0.66
17,161.0,20.0,0.953,0.705,0.705
18,162.0,20.0,0.951,0.726,0.726
19,163.0,20.0,0.951,0.716,0.726
20,164.0,20.0,0.953,0.726,0.726
21,165.0,20.0,0.953,0.716,0.726
22,166.0,20.0,0.952,0.726,0.726
23,239.0,30.0,0.933,1.463,1.478
24,240.0,30.0,0.933,1.47,1.478
25,241.0,30.0,0.933,1.547,1.547
26,242.0,30.0,0.93,1.579,1.579
27,243.0,30.0,0.93,1.564,1.579
28,244.0,30.0,0.93,1.579,1.579
29,245.0,30.0,0.93,1.564,1.579
30,246.0,30.0,0.93,1.579,1.579
31,319.0,40.0,0.903,2.637,2.658
32,320.0,40.0,0.903,2.647,2.658
33,321.0,40.0,0.903,2.753,2.753
34,322.0,40.0,0.899,2.796,2.796
35,323.0,40.0,0.899,2.774,2.796
36,324.0,40.0,0.899,2.796,2.796
37,325.0,40.0,0.899,2.775,2.796
38,326.0,40.0,0.899,2.796,2.796
39,399.0,50.0,0.867,4.178,4.206
40,400.0,50.0,0.867,4.192,4.206
41,401.0,50.0,0.867,4.326,4.326
42,402.0,50.0,0.863,4.38,4.38
43,403.0,50.0,0.863,4.352,4.38
44,404.0,50.0,0.864,4.38,4.38
45,405.0,50.0,0.864,4.352,4.38
46,406.0,50.0,0.864,4.38,4.38
47,479.0,60.0,0.831,6.079,6.113
48,480.0,60.0,0.831,6.097,6.113
49,481.0,60.0,0.831,6.258,6.258
50,482.0,60.0,0.826,6.323,6.323
51,483.0,60.0,0.826,6.289,6.323
52,484.0,60.0,0.827,6.323,6.323
53,485.0,60.0,0.827,6.289,6.323
54,486.0,60.0,0.827,6.323,6.323
55,559.0,70.0,0.798,8.329,8.367
56,560.0,70.0,0.798,8.348,8.367
57,561.0,70.0,0.798,8.535,8.535
58,562.0,70.0,0.793,8.611,8.611
59,563.0,70.0,0.793,8.572,8.611
60,564.0,70.0,0.794,8.611,8.611
61,565.0,70.0,0.794,8.573,8.611
62,566.0,70.0,0.794,8.611,8.611
63,639.0,80.0,0.776,10.908,10.95
64,640.0,80.0,0.776,10.928,10.95
65,641.0,80.0,0.776,11.14,11.14
66,642.0,80.0,0.773,11.225,11.225
67,643.0,80.0,0.773,11.183,11.225
68,644.0,80.0,0.775,11.225,11.225
69,645.0,80.0,0.775,11.183,11.225
70,646.0,80.0,0.775,11.225,11.225
71,719.0,90.0,0.758,13.802,13.849
72,720.0,90.0,0.758,13.825,13.849
73,721.0,90.0,0.758,14.061,14.061
74,722.0,90.0,0.754,14.156,14.156
75,723.0,90.0,0.754,14.108,14.156
76,724.0,90.0,0.755,14.156,14.156
77,725.0,90.0,0.755,14.109,14.156
78,726.0,90.0,0.755,14.156,14.156
79,799.0,100.0,0.736,17.008,17.06
80,800.0,100.0,0.736,17.034,17.06
81,801.0,100.0,0.736,17.293,17.293
82,802.0,100.0,0.733,17.398,17.398
83,803.0,100.0,0.733,17.345,17.398
84,804.0,100.0,0.734,17.397,17.398
85,805.0,100.0,0.734,17.346,17.398
86,806.0,100.0,0.734,17.398,17.398
87,879.0,110.0,0.721,20.516,20.571
88,880.0,110.0,0.721,20.543,20.571
89,881.0,110.0,0.721,20.824,20.824
90,882.0,110.0,0.719,20.938,20.938
91,883.0,110.0,0.719,20.882,20.938
92,884.0,110.0,0.72,20.938,20.938
93,885.0,110.0,0.72,20.883,20.938
94,886.0,110.0,0.72,20.938,20.938
95,959.0,120.0,0.709,24.304,24.358
96,960.0,120.0,0.709,24.328,24.358
97,961.0,120.0,0.709,24.629,24.629
