,iter,ntrans,curvature,ediff,ediffmax
98,962.0,120.0,-1.187,10.478,14.263
99,963.0,120.0,-1.187,10.495,14.263
100,964.0,120.0,-1.192,10.478,14.263
101,965.0,120.0,-1.192,10.498,14.263
102,966.0,120.0,-1.196,10.478,14.263
103,1039.0,130.0,-1.787,8.885,14.263
104,1040.0,130.0,-1.787,8.829,14.263
105,1041.0,130.0,-1.787,8.709,14.263
106,1042.0,130.0,-1.81,8.695,14.263
107,1043.0,130.0,-1.81,8.708,14.263
108,1044.0,130.0,-1.812,8.695,14.263
109,1045.0,130.0,-1.812,8.713,14.263
110,1046.0,130.0,-1.814,8.695,14.263
111,1119.0,140.0,-1.91,7.247,14.263
112,1120.0,140.0,-1.91,7.205,14.263
113,1121.0,140.0,-1.91,7.1,14.263
114,1122.0,140.0,-1.905,7.09,14.263
115,1123.0,140.0,-1.905,7.098,14.263
116,1124.0,140.0,-1.904,7.09,14.263
117,1125.0,140.0,-1.904,7.103,14.263
118,1126.0,140.0,-1.905,7.09,14.263
119,1199.0,150.0,-1.77,5.842,14.263
120,1200.0,150.0,-1.77,5.809,14.263
121,1201.0,150.0,-1.77,5.72,14.263
122,1202.0,150.0,-1.779,5.712,14.263
123,1203.0,150.0,-1.779,5.719,14.263
124,1204.0,150.0,-1.778,5.712,14.263
125,1205.0,150.0,-1.778,5.721,14.263
126,1206.0,150.0,-1.779,5.712,14.263
127,1279.0,160.0,-1.824,4.68,14.263
128,1280.0,160.0,-1.824,4.648,14.263
129,1281.0,160.0,-1.824,4.576,14.263
130,1282.0,160.0,-1.82,4.571,14.263
131,1283.0,160.0,-1.82,4.578,14.263
132,1284.0,160.0,-1.821,4.571,14.263
133,1285.0,160.0,-1.821,4.583,14.263
134,1286.0,160.0,-1.822,4.571,14.263
135,1359.0,170.0,-2.037,3.782,14.263
136,1360.0,170.0,-2.037,3.763,14.263
137,1361.0,170.0,-2.037,3.701,14.263
138,1362.0,170.0,-1.777,3.697,14.263
139,1363.0,170.0,-1.777,3.715,14.263
140,1364.0,170.0,-1.792,3.698,14.263
141,1365.0,170.0,-1.792,3.703,14.263
142,1366.0,170.0,-1.792,3.698,14.263
143,1439.0,180.0,-2.275,3.157,14.263
144,1440.0,180.0,-2.275,3.113,14.263
145,1441.0,180.0,-2.275,3.101,14.263
146,1442.0,180.0,-2.128,3.099,14.263
147,1443.0,180.0,-2.128,3.093,14.263
148,1444.0,180.0,-2.176,3.099,14.263
149,1445.0,180.0,-2.176,3.108,14.263
150,1446.0,180.0,-2.193,3.099,14.263
151,1519.0,190.0,-1.589,2.695,14.263
152,1520.0,190.0,-1.589,2.673,14.263
153,1521.0,190.0,-1.589,2.648,14.263
154,1522.0,190.0,-1.345,2.648,14.263
155,1523.0,190.0,-1.345,2.644,14.263
156,1524.0,190.0,-1.354,2.647,14.263
157,1525.0,190.0,-1.354,2.666,14.263
158,1526.0,190.0,-1.387,2.648,14.263
159,1599.0,200.0,-0.465,2.702,14.263
160,1600.0,200.0,-0.465,2.688,14.263
161,1601.0,200.0,-0.465,2.685,14.263
162,1602.0,200.0,0.749,2.674,14.263
163,1603.0,200.0,0.749,2.698,14.263
164,1604.0,200.0,0.531,2.675,14.263
165,1605.0,200.0,0.531,2.68,14.263
166,1606.0,200.0,0.408,2.675,14.263
167,1679.0,210.0,-1.199,2.579,14.263
168,1680.0,210.0,-1.199,2.579,14.263
169,1681.0,210.0,-1.199,2.579,14.263
170,1682.0,210.0,-1.122,2.572,14.263
171,1683.0,210.0,-1.122,2.588,14.263
172,1684.0,210.0,-1.131,2.572,14.263
173,1685.0,210.0,-1.131,2.574,14.263
174,1686.0,210.0,-1.139,2.572,14.263
175,1759.0,220.0,-0.611,2.485,14.263
176,1760.0,220.0,-0.611,2.486,14.263
177,1761.0,220.0,-0.611,2.486,14.263
178,1762.0,220.0,-0.734,2.482,14.263
179,1763.0,220.0,-0.734,2.484,14.263
180,1764.0,220.0,-0.736,2.482,14.263
181,1765.0,220.0,-0.736,2.495,14.263
182,1766.0,220.0,-0.739,2.482,14.263
183,1839.0,230.0,-0.259,2.446,14.263
184,1840.0,230.0,-0.259,2.45,14.263
185,1841.0,230.0,-0.259,2.446,14.263
186,1842.0,230.0,-0.297,2.443,14.263
187,1843.0,230.0,-0.297,2.446,14.263
188,1844.0,230.0,-0.298,2.443,14.263
189,1845.0,230.0,-0.298,2.454,14.263
190,1846.0,230.0,-0.299,2.443,14.263
191,1919.0,240.0,-0.17,2.448,14.263
192,1920.0,240.0,-0.17,2.446,14.263
193,1921.0,240.0,-0.17,2.445,14.263
194,1922.0,240.0,-0.39,2.444,14.263
195,1923.0,240.0,-0.39,2.449,14.263
196,1924.0,240.0,-0.39,2.444,14.263
197,1925.0,240.0,-0.39,2.453,14.263
198,1926.0,240.0,-0.391,2.444,14.263
199,1999.0,250.0,-0.927,2.451,14.263
200,2000.0,250.0,-0.927,2.447,14.263
201,2001.0,250.0,-0.927,2.444,14.263
202,2002.0,250.0,-1.012,2.445,14.263
203,2003.0,250.0,-1.012,2.45,14.263
204,2004.0,250.0,-1.051,2.445,14.263
205,2005.0,250.0,-1.051,2.454,14.263
206,2006.0,250.0,-1.085,2.445,14.263
207,2079.0,260.0,-0.627,2.446,14.263
208,2080.0,260.0,-0.627,2.441,14.263
209,2081.0,260.0,-0.627,2.441,14.263
210,2082.0,260.0,-0.853,2.441,14.263
211,2083.0,260.0,-0.853,2.45,14.263
212,2084.0,260.0,-0.862,2.441,14.263
213,2085.0,260.0,-0.862,2.445,14.263
214,2086.0,260.0,-0.869,2.441,14.263
215,2159.0,270.0,-1.958,2.423,14.263
216,2160.0,270.0,-1.958,2.414,14.263
217,2161.0,270.0,-1.958,2.41,14.263
218,2162.0,270.0,-2.158,2.41,14.263
219,2163.0,270.0,-2.158,2.41,14.263
220,2164.0,270.0,-2.174,2.41,14.263
221,2165.0,270.0,-2.174,2.414,14.263
222,2166.0,270.0,-2.179,2.41,14.263
223,2239.0,280.0,-1.025,2.39,14.263
224,2240.0,280.0,-1.025,2.381,14.263
225,2241.0,280.0,-1.025,2.382,14.263
226,2242.0,280.0,-0.921,2.383,14.263
227,2243.0,280.0,-0.921,2.383,14.263
228,2244.0,280.0,-0.953,2.383,14.263
229,2245.0,280.0,-0.953,2.386,14.263
230,2246.0,280.0,-0.962,2.383,14.263
231,2319.0,290.0,-0.945,2.387,14.263
232,2320.0,290.0,-0.945,2.383,14.263
233,2321.0,290.0,-0.945,2.382,14.263
234,2322.0,290.0,-0.923,2.382,14.263
235,2323.0,290.0,-0.923,2.388,14.263
236,2324.0,290.0,-0.923,2.382,14.263
237,2363.0,300.0,-0.914,2.387,14.263
238,2364.0,300.0,-0.914,2.383,14.263
239,2365.0,300.0,-0.914,2.382,14.263
240,2366.0,300.0,-0.912,2.382,14.263
241,2403.0,310.0,-0.918,2.386,14.263
242,2404.0,310.0,-0.918,2.383,14.263
243,2405.0,310.0,-0.918,2.382,14.263
244,2406.0,310.0,-0.919,2.382,14.263
245,2443.0,320.0,-0.92,2.387,14.263
246,2444.0,320.0,-0.92,2.383,14.263
247,2445.0,320.0,-0.92,2.382,14.263
248,2446.0,320.0,-0.92,2.382,14.263
249,2483.0,330.0,-0.92,2.388,14.263
250,2484.0,330.0,-0.92,2.383,14.263
251,2485.0,330.0,-0.92,2.382,14.263
252,2486.0,330.0,-0.92,2.382,14.263
253,2523.0,340.0,-0.92,2.388,14.263
254,2524.0,340.0,-0.92,2.383,14.263
255,2525.0,340.0,-0.92,2.382,14.263
256,2526.0,340.0,-0.92,2.382,14.263
257,2563.0,350.0,-0.92,2.388,14.263
258,2564.0,350.0,-0.92,2.383,14.263
259,2565.0,350.0,-0.92,2.382,14.263
260,2566.0,350.0,-0.92,2.382,14.263
