,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.97,0.002,0.002
3,3.0,0.0,9.97,0.001,0.002
4,4.0,0.0,5.671,0.001,0.002
5,5.0,0.0,5.671,0.001,0.002
6,6.0,0.0,4.226,0.001,0.002
7,79.0,10.0,1.134,0.172,0.176
8,80.0,10.0,1.134,0.184,0.184
9,81.0,10.0,1.134,0.21,0.21
10,82.0,10.0,1.128,0.199,0.21
11,83.0,10.0,1.128,0.206,0.21
12,84.0,10.0,1.202,0.199,0.21
13,85.0,10.0,1.202,0.205,0.21
14,86.0,10.0,1.205,0.199,0.21
15,159.0,20.0,1.22,0.692,0.703
16,160.0,20.0,1.22,0.72,0.72
17,161.0,20.0,1.22,0.779,0.779
18,162.0,20.0,1.217,0.755,0.779
19,163.0,20.0,1.217,0.768,0.779
20,164.0,20.0,1.242,0.755,0.779
21,165.0,20.0,1.242,0.767,0.779
22,166.0,20.0,1.25,0.755,0.779
23,239.0,30.0,1.205,1.642,1.662
24,240.0,30.0,1.205,1.688,1.688
25,241.0,30.0,1.205,1.776,1.776
26,242.0,30.0,1.183,1.741,1.776
27,243.0,30.0,1.183,1.757,1.776
28,244.0,30.0,1.2,1.741,1.776
29,245.0,30.0,1.2,1.755,1.776
30,246.0,30.0,1.206,1.741,1.776
31,319.0,40.0,1.848,2.266,2.443
32,320.0,40.0,1.848,2.294,2.443
33,321.0,40.0,1.848,2.324,2.443
34,322.0,40.0,1.044,2.299,2.443
35,323.0,40.0,1.044,2.305,2.443
36,324.0,40.0,0.762,2.299,2.443
37,325.0,40.0,0.762,2.307,2.443
38,326.0,40.0,0.602,2.299,2.443
39,399.0,50.0,1.183,2.287,2.494
40,400.0,50.0,1.183,2.281,2.494
41,401.0,50.0,1.183,2.334,2.494
42,402.0,50.0,1.314,2.312,2.494
43,403.0,50.0,1.314,2.293,2.494
44,404.0,50.0,1.275,2.311,2.494
45,405.0,50.0,1.275,2.355,2.494
46,406.0,50.0,1.237,2.312,2.494
47,479.0,60.0,-0.529,2.851,2.893
48,480.0,60.0,-0.529,2.825,2.893
49,481.0,60.0,-0.529,2.794,2.893
50,482.0,60.0,-0.426,2.772,2.893
51,483.0,60.0,-0.426,2.796,2.893
52,484.0,60.0,-0.493,2.774,2.893
53,485.0,60.0,-0.493,2.784,2.893
54,486.0,60.0,-0.55,2.774,2.893
55,559.0,70.0,-1.234,2.612,2.893
56,560.0,70.0,-1.234,2.61,2.893
57,561.0,70.0,-1.234,2.6,2.893
58,562.0,70.0,-1.567,2.583,2.893
59,563.0,70.0,-1.567,2.588,2.893
60,564.0,70.0,-1.599,2.583,2.893
61,565.0,70.0,-1.599,2.609,2.893
62,566.0,70.0,-1.621,2.583,2.893
63,639.0,80.0,-1.472,2.432,2.893
64,640.0,80.0,-1.472,2.429,2.893
65,641.0,80.0,-1.472,2.414,2.893
66,642.0,80.0,-1.906,2.405,2.893
67,643.0,80.0,-1.906,2.41,2.893
68,644.0,80.0,-1.941,2.405,2.893
69,645.0,80.0,-1.941,2.415,2.893
70,646.0,80.0,-1.954,2.405,2.893
71,719.0,90.0,-2.227,2.261,2.893
72,720.0,90.0,-2.227,2.253,2.893
73,721.0,90.0,-2.227,2.253,2.893
74,722.0,90.0,-2.268,2.252,2.893
75,723.0,90.0,-2.268,2.255,2.893
76,724.0,90.0,-2.289,2.252,2.893
77,725.0,90.0,-2.289,2.26,2.893
78,726.0,90.0,-2.293,2.252,2.893
79,799.0,100.0,-0.375,2.353,2.893
80,800.0,100.0,-0.375,2.344,2.893
81,801.0,100.0,-0.375,2.344,2.893
82,802.0,100.0,-0.026,2.333,2.893
83,803.0,100.0,-0.026,2.349,2.893
84,804.0,100.0,-0.172,2.333,2.893
85,805.0,100.0,-0.172,2.335,2.893
86,806.0,100.0,-0.182,2.333,2.893
87,879.0,110.0,-0.251,2.382,2.893
88,880.0,110.0,-0.251,2.38,2.893
89,881.0,110.0,-0.251,2.381,2.893
90,882.0,110.0,-0.604,2.378,2.893
91,883.0,110.0,-0.604,2.378,2.893
92,884.0,110.0,-0.678,2.377,2.893
93,885.0,110.0,-0.678,2.39,2.893
94,886.0,110.0,-0.707,2.377,2.893
95,959.0,120.0,-0.192,2.383,2.893
