istep,ground_energy,nDefect,defect_center_xs,defect_center_ys,defect_center_zs,nBasin,nSP_thisbasin,nSP_superbasin,iSP_selected,forward_barrier,ebias,backward_barrier,time_step,simulation_time
0,-64200.045512,1,0.499945,0.499945,0.499945,1,5,4,3,2.382,2.303,0.079,237046200168782.8,237046200168782.8
