,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,10.195,0.002,0.002
3,3.0,0.0,10.195,0.001,0.002
4,4.0,0.0,5.436,0.001,0.002
5,5.0,0.0,5.436,0.001,0.002
6,6.0,0.0,3.831,0.001,0.002
7,79.0,10.0,0.979,0.149,0.153
8,80.0,10.0,0.979,0.16,0.16
9,81.0,10.0,0.979,0.185,0.185
10,82.0,10.0,0.98,0.175,0.185
11,83.0,10.0,0.98,0.181,0.185
12,84.0,10.0,1.004,0.175,0.185
13,85.0,10.0,1.004,0.18,0.185
14,86.0,10.0,1.002,0.175,0.185
15,159.0,20.0,0.977,0.634,0.642
16,160.0,20.0,0.977,0.658,0.658
17,161.0,20.0,0.977,0.712,0.712
18,162.0,20.0,0.974,0.69,0.712
19,163.0,20.0,0.974,0.703,0.712
20,164.0,20.0,0.979,0.69,0.712
21,165.0,20.0,0.979,0.703,0.712
22,166.0,20.0,0.979,0.69,0.712
23,239.0,30.0,0.947,1.498,1.511
24,240.0,30.0,0.947,1.535,1.535
25,241.0,30.0,0.947,1.619,1.619
26,242.0,30.0,0.945,1.585,1.619
27,243.0,30.0,0.945,1.605,1.619
28,244.0,30.0,0.947,1.585,1.619
29,245.0,30.0,0.947,1.605,1.619
30,246.0,30.0,0.947,1.585,1.619
31,319.0,40.0,0.923,2.733,2.752
32,320.0,40.0,0.923,2.785,2.785
33,321.0,40.0,0.923,2.896,2.896
34,322.0,40.0,0.92,2.851,2.896
35,323.0,40.0,0.92,2.877,2.896
36,324.0,40.0,0.922,2.851,2.896
37,325.0,40.0,0.922,2.877,2.896
38,326.0,40.0,0.922,2.851,2.896
39,399.0,50.0,0.893,4.33,4.354
40,400.0,50.0,0.893,4.395,4.395
41,401.0,50.0,0.893,4.534,4.534
42,402.0,50.0,0.889,4.478,4.534
43,403.0,50.0,0.889,4.51,4.534
44,404.0,50.0,0.891,4.478,4.534
45,405.0,50.0,0.891,4.509,4.534
46,406.0,50.0,0.892,4.478,4.534
47,479.0,60.0,0.854,6.283,6.311
48,480.0,60.0,0.854,6.361,6.361
49,481.0,60.0,0.854,6.527,6.527
50,482.0,60.0,0.85,6.46,6.527
51,483.0,60.0,0.85,6.498,6.527
52,484.0,60.0,0.851,6.46,6.527
53,485.0,60.0,0.851,6.497,6.527
54,486.0,60.0,0.852,6.46,6.527
55,559.0,70.0,0.818,8.585,8.619
56,560.0,70.0,0.818,8.676,8.676
57,561.0,70.0,0.818,8.869,8.869
58,562.0,70.0,0.814,8.791,8.869
59,563.0,70.0,0.814,8.834,8.869
60,564.0,70.0,0.816,8.791,8.869
61,565.0,70.0,0.816,8.834,8.869
62,566.0,70.0,0.816,8.791,8.869
63,639.0,80.0,0.796,11.223,11.264
64,640.0,80.0,0.796,11.329,11.329
65,641.0,80.0,0.796,11.546,11.546
66,642.0,80.0,0.792,11.459,11.546
67,643.0,80.0,0.792,11.505,11.546
68,644.0,80.0,0.794,11.459,11.546
69,645.0,80.0,0.794,11.505,11.546
70,646.0,80.0,0.794,11.459,11.546
71,719.0,90.0,0.773,14.187,14.234
72,720.0,90.0,0.773,14.306,14.306
73,721.0,90.0,0.773,14.548,14.548
74,722.0,90.0,0.769,14.451,14.548
75,723.0,90.0,0.769,14.502,14.548
76,724.0,90.0,0.77,14.451,14.548
77,725.0,90.0,0.77,14.501,14.548
78,726.0,90.0,0.77,14.451,14.548
79,799.0,100.0,0.745,17.468,17.519
80,800.0,100.0,0.745,17.598,17.598
81,801.0,100.0,0.745,17.864,17.864
82,802.0,100.0,0.742,17.758,17.864
83,803.0,100.0,0.742,17.814,17.864
84,804.0,100.0,0.744,17.758,17.864
85,805.0,100.0,0.744,17.813,17.864
86,806.0,100.0,0.743,17.758,17.864
87,879.0,110.0,0.723,21.048,21.105
88,880.0,110.0,0.723,21.191,21.191
89,881.0,110.0,0.723,21.479,21.479
90,882.0,110.0,0.719,21.363,21.479
91,883.0,110.0,0.719,21.422,21.479
92,884.0,110.0,0.72,21.364,21.479
93,885.0,110.0,0.72,21.422,21.479
94,886.0,110.0,0.72,21.364,21.479
95,959.0,120.0,0.686,24.891,24.953
96,960.0,120.0,0.686,25.045,25.045
97,961.0,120.0,0.686,25.35,25.35
