,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.839,0.002,0.002
3,3.0,0.0,9.839,0.001,0.002
4,4.0,0.0,5.682,0.001,0.002
5,5.0,0.0,5.682,0.001,0.002
6,6.0,0.0,4.252,0.001,0.002
7,79.0,10.0,1.184,0.173,0.177
8,80.0,10.0,1.184,0.185,0.185
9,81.0,10.0,1.184,0.213,0.213
10,82.0,10.0,1.184,0.202,0.213
11,83.0,10.0,1.184,0.208,0.213
12,84.0,10.0,1.216,0.202,0.213
13,85.0,10.0,1.216,0.208,0.213
14,86.0,10.0,1.223,0.202,0.213
15,159.0,20.0,1.228,0.72,0.73
16,160.0,20.0,1.228,0.748,0.748
17,161.0,20.0,1.228,0.81,0.81
18,162.0,20.0,1.226,0.785,0.81
19,163.0,20.0,1.226,0.8,0.81
20,164.0,20.0,1.241,0.785,0.81
21,165.0,20.0,1.241,0.799,0.81
22,166.0,20.0,1.246,0.785,0.81
23,239.0,30.0,1.232,1.719,1.738
24,240.0,30.0,1.232,1.765,1.765
25,241.0,30.0,1.232,1.858,1.858
26,242.0,30.0,1.204,1.821,1.858
27,243.0,30.0,1.204,1.839,1.858
28,244.0,30.0,1.215,1.821,1.858
29,245.0,30.0,1.215,1.838,1.858
30,246.0,30.0,1.22,1.822,1.858
31,319.0,40.0,0.685,2.351,2.453
32,320.0,40.0,0.685,2.351,2.453
33,321.0,40.0,0.685,2.409,2.453
34,322.0,40.0,0.453,2.385,2.453
35,323.0,40.0,0.453,2.377,2.453
36,324.0,40.0,0.407,2.384,2.453
37,325.0,40.0,0.407,2.417,2.453
38,326.0,40.0,0.361,2.385,2.453
39,399.0,50.0,1.238,2.253,2.568
40,400.0,50.0,1.238,2.283,2.568
41,401.0,50.0,1.238,2.323,2.568
42,402.0,50.0,0.963,2.301,2.568
43,403.0,50.0,0.963,2.338,2.568
44,404.0,50.0,0.754,2.303,2.568
45,405.0,50.0,0.754,2.316,2.568
46,406.0,50.0,0.5,2.305,2.568
47,479.0,60.0,-0.172,2.433,2.568
48,480.0,60.0,-0.172,2.433,2.568
49,481.0,60.0,-0.172,2.422,2.568
50,482.0,60.0,0.476,2.399,2.568
51,483.0,60.0,0.476,2.423,2.568
52,484.0,60.0,-0.127,2.4,2.568
53,485.0,60.0,-0.127,2.423,2.568
54,486.0,60.0,-0.161,2.4,2.568
55,559.0,70.0,-0.847,2.33,2.568
56,560.0,70.0,-0.847,2.336,2.568
57,561.0,70.0,-0.847,2.344,2.568
58,562.0,70.0,-0.896,2.327,2.568
59,563.0,70.0,-0.896,2.327,2.568
60,564.0,70.0,-0.927,2.327,2.568
61,565.0,70.0,-0.927,2.358,2.568
62,566.0,70.0,-0.959,2.327,2.568
63,639.0,80.0,-1.678,2.313,2.568
64,640.0,80.0,-1.678,2.31,2.568
65,641.0,80.0,-1.678,2.309,2.568
66,642.0,80.0,-1.29,2.298,2.568
67,643.0,80.0,-1.29,2.305,2.568
68,644.0,80.0,-1.311,2.298,2.568
69,645.0,80.0,-1.311,2.31,2.568
70,646.0,80.0,-1.324,2.298,2.568
71,719.0,90.0,-2.716,2.266,2.568
72,720.0,90.0,-2.716,2.253,2.568
73,721.0,90.0,-2.716,2.253,2.568
74,722.0,90.0,-3.017,2.25,2.568
75,723.0,90.0,-3.017,2.25,2.568
76,724.0,90.0,-3.018,2.25,2.568
77,725.0,90.0,-3.018,2.262,2.568
78,726.0,90.0,-3.02,2.25,2.568
79,799.0,100.0,-0.378,2.364,2.568
80,800.0,100.0,-0.378,2.371,2.568
81,801.0,100.0,-0.378,2.371,2.568
82,802.0,100.0,-0.507,2.362,2.568
83,803.0,100.0,-0.507,2.362,2.568
84,804.0,100.0,-0.66,2.361,2.568
85,805.0,100.0,-0.66,2.373,2.568
86,806.0,100.0,-0.791,2.361,2.568
87,879.0,110.0,-0.429,2.381,2.568
88,880.0,110.0,-0.429,2.378,2.568
89,881.0,110.0,-0.429,2.377,2.568
90,882.0,110.0,-0.389,2.374,2.568
91,883.0,110.0,-0.389,2.385,2.568
92,884.0,110.0,-0.401,2.374,2.568
93,885.0,110.0,-0.401,2.378,2.568
94,886.0,110.0,-0.405,2.374,2.568
95,959.0,120.0,-0.364,2.382,2.568
