,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,precursor,isConnect
0,0,11,12,1335,194,2.568,2.382,1.0,2.303,6.615,3.116,3.076,2.488,6.129,4,2.938,0.595,0.459,0.341,2.463,21,6.564,3.306,3.267,2.572,6.247,3,0,1
1,0,8,9,1389,207,2.893,2.382,1.0,2.303,6.615,3.116,3.076,2.487,6.129,4,2.938,0.595,0.459,0.342,2.463,21,6.564,3.306,3.267,2.572,6.247,3,0,1
2,0,0,1,1417,209,2.744,2.382,1.0,2.303,6.615,3.116,3.076,2.488,6.129,4,2.938,0.595,0.459,0.342,2.463,21,6.564,3.306,3.267,2.572,6.247,3,0,1
3,0,1,2,1697,243,2.469,2.382,1.0,2.303,6.615,3.116,3.076,2.488,6.129,4,2.938,0.595,0.459,0.342,2.463,21,6.564,3.306,3.267,2.572,6.247,3,0,1
4,0,4,5,2581,354,14.263,2.382,1.0,2.303,6.615,3.116,3.076,2.488,6.129,4,2.938,0.595,0.459,0.342,2.463,21,6.564,3.306,3.267,2.572,6.247,3,0,1
