,idav,idsps,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,11,2.382,1.000,2.303,3.116,3.076,2.488,0.406,3.306,3.267,2.572,0.412,1,20.000,0
1,0,8,2.382,1.000,2.303,3.116,3.076,2.487,0.406,3.306,3.267,2.572,0.412,1,20.000,0
2,0,0,2.382,1.000,2.303,3.116,3.076,2.488,0.406,3.306,3.267,2.572,0.412,1,20.000,0
3,0,1,2.382,1.000,2.303,3.116,3.076,2.488,0.406,3.306,3.267,2.572,0.412,1,20.000,1
4,0,4,2.382,1.000,2.303,3.116,3.076,2.488,0.406,3.306,3.267,2.572,0.412,1,20.000,0
