,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.7,0.002,0.002
3,3.0,0.0,9.7,0.001,0.002
4,4.0,0.0,5.419,0.001,0.002
5,5.0,0.0,5.419,0.001,0.002
6,6.0,0.0,4.037,0.001,0.002
7,79.0,10.0,1.057,0.179,0.183
8,80.0,10.0,1.057,0.18,0.183
9,81.0,10.0,1.057,0.206,0.206
10,82.0,10.0,1.049,0.217,0.217
11,83.0,10.0,1.049,0.212,0.217
12,84.0,10.0,1.139,0.216,0.217
13,85.0,10.0,1.139,0.213,0.217
14,86.0,10.0,1.118,0.216,0.217
15,159.0,20.0,1.054,0.649,0.658
16,160.0,20.0,1.054,0.653,0.658
17,161.0,20.0,1.054,0.704,0.704
18,162.0,20.0,1.05,0.725,0.725
19,163.0,20.0,1.05,0.715,0.725
20,164.0,20.0,1.059,0.725,0.725
21,165.0,20.0,1.059,0.715,0.725
22,166.0,20.0,1.059,0.725,0.725
23,239.0,30.0,0.992,1.473,1.49
24,240.0,30.0,0.992,1.481,1.49
25,241.0,30.0,0.992,1.56,1.56
26,242.0,30.0,0.986,1.592,1.592
27,243.0,30.0,0.986,1.575,1.592
28,244.0,30.0,0.992,1.592,1.592
29,245.0,30.0,0.992,1.576,1.592
30,246.0,30.0,0.992,1.592,1.592
31,319.0,40.0,0.945,2.648,2.671
32,320.0,40.0,0.945,2.66,2.671
33,321.0,40.0,0.945,2.766,2.766
34,322.0,40.0,0.94,2.809,2.809
35,323.0,40.0,0.94,2.786,2.809
36,324.0,40.0,0.944,2.809,2.809
37,325.0,40.0,0.944,2.786,2.809
38,326.0,40.0,0.943,2.809,2.809
39,399.0,50.0,0.915,4.192,4.221
40,400.0,50.0,0.915,4.207,4.221
41,401.0,50.0,0.915,4.342,4.342
42,402.0,50.0,0.911,4.397,4.397
43,403.0,50.0,0.911,4.368,4.397
44,404.0,50.0,0.914,4.397,4.397
45,405.0,50.0,0.914,4.368,4.397
46,406.0,50.0,0.914,4.397,4.397
47,479.0,60.0,0.877,6.114,6.148
48,480.0,60.0,0.877,6.132,6.148
49,481.0,60.0,0.877,6.295,6.295
50,482.0,60.0,0.872,6.361,6.361
51,483.0,60.0,0.872,6.326,6.361
52,484.0,60.0,0.874,6.361,6.361
53,485.0,60.0,0.874,6.327,6.361
54,486.0,60.0,0.874,6.361,6.361
55,559.0,70.0,0.848,8.405,8.443
56,560.0,70.0,0.848,8.424,8.443
57,561.0,70.0,0.848,8.615,8.615
58,562.0,70.0,0.843,8.692,8.692
59,563.0,70.0,0.843,8.654,8.692
60,564.0,70.0,0.845,8.692,8.692
61,565.0,70.0,0.845,8.654,8.692
62,566.0,70.0,0.845,8.692,8.692
63,639.0,80.0,0.818,11.05,11.094
64,640.0,80.0,0.818,11.072,11.094
65,641.0,80.0,0.818,11.29,11.29
66,642.0,80.0,0.815,11.378,11.378
67,643.0,80.0,0.815,11.333,11.378
68,644.0,80.0,0.816,11.378,11.378
69,645.0,80.0,0.816,11.334,11.378
70,646.0,80.0,0.816,11.378,11.378
71,719.0,90.0,0.789,14.041,14.091
72,720.0,90.0,0.789,14.067,14.091
73,721.0,90.0,0.789,14.311,14.311
74,722.0,90.0,0.785,14.41,14.41
75,723.0,90.0,0.785,14.359,14.41
76,724.0,90.0,0.786,14.41,14.41
77,725.0,90.0,0.786,14.359,14.41
78,726.0,90.0,0.786,14.41,14.41
79,799.0,100.0,0.755,17.368,17.424
80,800.0,100.0,0.755,17.397,17.424
81,801.0,100.0,0.755,17.666,17.666
82,802.0,100.0,0.75,17.775,17.775
83,803.0,100.0,0.75,17.718,17.775
84,804.0,100.0,0.752,17.775,17.775
85,805.0,100.0,0.752,17.719,17.775
86,806.0,100.0,0.753,17.775,17.775
87,879.0,110.0,0.714,21.009,21.068
88,880.0,110.0,0.714,21.039,21.068
89,881.0,110.0,0.714,21.331,21.331
90,882.0,110.0,0.708,21.449,21.449
91,883.0,110.0,0.708,21.388,21.449
92,884.0,110.0,0.709,21.449,21.449
93,885.0,110.0,0.709,21.388,21.449
94,886.0,110.0,0.709,21.449,21.449
95,959.0,120.0,0.642,24.915,24.971
96,960.0,120.0,0.642,24.939,24.971
97,961.0,120.0,0.642,25.244,25.244
