,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.982,0.002,0.002
3,3.0,0.0,9.982,0.001,0.002
4,4.0,0.0,5.693,0.001,0.002
5,5.0,0.0,5.693,0.001,0.002
6,6.0,0.0,4.175,0.001,0.002
7,79.0,10.0,1.024,0.17,0.173
8,80.0,10.0,1.024,0.18,0.18
9,81.0,10.0,1.024,0.204,0.204
10,82.0,10.0,1.004,0.194,0.204
11,83.0,10.0,1.004,0.201,0.204
12,84.0,10.0,1.433,0.194,0.204
13,85.0,10.0,1.433,0.197,0.204
14,86.0,10.0,1.302,0.194,0.204
15,159.0,20.0,1.129,0.621,0.63
16,160.0,20.0,1.129,0.644,0.644
17,161.0,20.0,1.129,0.692,0.692
18,162.0,20.0,1.118,0.672,0.692
19,163.0,20.0,1.118,0.683,0.692
20,164.0,20.0,1.318,0.672,0.692
21,165.0,20.0,1.318,0.679,0.692
22,166.0,20.0,1.29,0.673,0.692
23,239.0,30.0,1.158,1.341,1.358
24,240.0,30.0,1.158,1.376,1.376
25,241.0,30.0,1.158,1.44,1.44
26,242.0,30.0,1.101,1.414,1.44
27,243.0,30.0,1.101,1.423,1.44
28,244.0,30.0,1.109,1.416,1.44
29,245.0,30.0,1.109,1.423,1.44
30,246.0,30.0,1.106,1.417,1.44
31,319.0,40.0,1.479,1.864,1.989
32,320.0,40.0,1.479,1.897,1.989
33,321.0,40.0,1.479,1.943,1.989
34,322.0,40.0,0.457,1.916,1.989
35,323.0,40.0,0.457,1.953,1.989
36,324.0,40.0,0.246,1.918,1.989
37,325.0,40.0,0.246,1.925,1.989
38,326.0,40.0,-0.222,1.919,1.989
39,399.0,50.0,1.492,2.085,2.085
40,400.0,50.0,1.492,2.075,2.085
41,401.0,50.0,1.492,2.138,2.138
42,402.0,50.0,1.555,2.112,2.138
43,403.0,50.0,1.555,2.085,2.138
44,404.0,50.0,1.498,2.111,2.138
45,405.0,50.0,1.498,2.167,2.167
46,406.0,50.0,1.452,2.112,2.167
47,479.0,60.0,-0.53,2.73,2.744
48,480.0,60.0,-0.53,2.731,2.744
49,481.0,60.0,-0.53,2.72,2.744
50,482.0,60.0,-0.318,2.692,2.744
51,483.0,60.0,-0.318,2.709,2.744
52,484.0,60.0,-0.371,2.692,2.744
53,485.0,60.0,-0.371,2.702,2.744
54,486.0,60.0,-0.394,2.692,2.744
55,559.0,70.0,-1.289,2.591,2.744
56,560.0,70.0,-1.289,2.595,2.744
57,561.0,70.0,-1.289,2.596,2.744
58,562.0,70.0,-1.313,2.577,2.744
59,563.0,70.0,-1.313,2.6,2.744
60,564.0,70.0,-1.346,2.577,2.744
61,565.0,70.0,-1.346,2.577,2.744
62,566.0,70.0,-1.36,2.577,2.744
63,639.0,80.0,-1.965,2.441,2.744
64,640.0,80.0,-1.965,2.44,2.744
65,641.0,80.0,-1.965,2.441,2.744
66,642.0,80.0,-1.824,2.431,2.744
67,643.0,80.0,-1.824,2.431,2.744
68,644.0,80.0,-1.834,2.431,2.744
69,645.0,80.0,-1.834,2.454,2.744
70,646.0,80.0,-1.845,2.431,2.744
71,719.0,90.0,-1.581,2.314,2.744
72,720.0,90.0,-1.581,2.307,2.744
73,721.0,90.0,-1.581,2.307,2.744
74,722.0,90.0,-2.201,2.303,2.744
75,723.0,90.0,-2.201,2.306,2.744
76,724.0,90.0,-2.212,2.303,2.744
77,725.0,90.0,-2.212,2.31,2.744
78,726.0,90.0,-2.215,2.303,2.744
79,799.0,100.0,-0.878,2.227,2.744
80,800.0,100.0,-0.878,2.219,2.744
81,801.0,100.0,-0.878,2.219,2.744
82,802.0,100.0,1.316,2.218,2.744
83,803.0,100.0,1.316,2.22,2.744
84,804.0,100.0,1.149,2.218,2.744
85,805.0,100.0,1.149,2.22,2.744
86,806.0,100.0,0.93,2.218,2.744
87,879.0,110.0,-0.494,2.35,2.744
88,880.0,110.0,-0.494,2.358,2.744
89,881.0,110.0,-0.494,2.362,2.744
90,882.0,110.0,0.736,2.352,2.744
91,883.0,110.0,0.736,2.356,2.744
92,884.0,110.0,0.295,2.352,2.744
93,885.0,110.0,0.295,2.357,2.744
94,886.0,110.0,-0.427,2.352,2.744
95,959.0,120.0,0.009,2.385,2.744
