,x,y,z
0,0.06597748477139881,0.12385196660402846,0.01995045808433265
1,-1.0914964738924966,-1.3483514044411111,-1.656515301175895
2,-1.348551277209904,-1.5854725468267312,1.1501802960790968
3,-1.3820493855958271,1.5124742904583188,-1.457310405383348
4,-1.5947616952150372,1.3055840381377157,1.3719043247118703
5,1.7262153410866383,-1.101992667317492,-1.3392375473428035
6,1.4783119747078826,-1.3868261866189546,1.4632817015804922
7,1.4553010550770487,1.7549837652577474,-1.1638050445375576
8,1.2349911715842277,1.508739003133062,1.6649842902290561
9,-2.798283932627262,-0.13017197370126915,-0.27892800274436735
10,0.31291873990206587,-2.8119957943331335,-0.1860438963446083
11,0.2684646264161076,0.3041230321667051,-2.8476095253746756
12,-0.1729913992556175,-0.16563442397267963,2.847112026602413
13,-0.17059213891735217,2.9773140630133135,0.1726334455766599
14,2.9083231321201133,0.2865814720930823,0.30570281404730165
15,-2.484358521407588,-3.030294295182925,-0.5224356231666523
16,-2.652988145730649,0.03911393208585271,-3.009751542248419
17,-2.9797080837330223,-0.33730896463012083,2.526555096481448
18,-2.95693429506207,2.792921229587007,-0.06423538096602797
19,0.6440574686071658,-2.459808695184844,-3.064852460627635
20,0.035051872529025266,-2.9959262688641215,2.6784438365234275
21,0.028129971046855988,3.056207008294282,-2.7370550306265113
22,-0.4067333868414212,2.7053352743941796,3.0251549570623855
23,3.075457488625549,-2.65119557896123,0.05981984409858234
24,3.1011820191082453,0.5897164809551945,-2.4702125942700617
25,2.7102020382860696,0.03408983505527266,3.046185933235027
26,2.6586302377242608,3.168180285127092,0.46783644068985053
27,-4.031757247758256,-1.5838283134679616,-1.8047217512233127
28,-4.161121500911982,-1.747821999329527,0.917335975944413
29,-4.228249304317055,1.367754064163236,-1.599455102466749
30,-4.344555272566155,1.2082264603789765,1.166194131327756
31,-0.7371125885694332,-4.136538516056652,-1.9235772497628878
32,-1.1501223088813735,-4.440045511752768,1.0154832246776833
33,-0.9933070151528557,-1.1799364491294453,-4.422624994527708
34,-1.5627585637501489,-1.7710211374126428,4.033711349929968
35,-1.2805432196928301,1.5909487516043708,-4.275995260794503
36,-1.8149806359379153,1.0517881304298058,4.188735401061226
37,-1.5227898772141655,4.340000751546074,-1.35973669098445
38,-1.738509767539672,4.178638852143444,1.536044122507013
39,1.8852546728435662,-4.046825884736935,-1.5176064124533364
40,1.6075462315496527,-4.252418253074906,1.3314097256983015
41,2.0105174942673463,-0.8201447300236675,-4.1446882744163265
42,1.321068831292089,-1.559962135310625,4.2558569265467785
43,1.645279397391292,1.827937035804144,-4.092255694445258
44,1.1022360607615136,1.282834013879746,4.404710336050877
45,1.3031404138735854,4.4669318001658285,-1.1679380228521028
46,1.0443130565828012,4.34016613190399,1.7994433125405411
47,4.5016469395856555,-0.979808405888872,-1.112856707296092
48,4.286427392268489,-1.2725843702802506,1.6359121795332308
49,4.284712638917048,1.9366861974351417,-0.8529311179589815
50,4.086678822818726,1.672741160230778,1.8880225178619054
51,-2.3649248587356557,-2.765884403654284,-3.215222201156601
52,-2.703371073626859,-3.2304699520477977,2.3598610628365084
53,-2.8288099118464403,2.9063170527201883,-2.885740324164812
54,-3.1823420771891224,2.5820254276894277,2.801247224201079
55,3.323667995882171,-2.3845058195417907,-2.719261698681345
56,2.8787076165347094,-2.845815983243557,2.883604292411859
57,2.8923081993974185,3.228002059645947,-2.52245997189447
58,2.4829465885722946,2.918180553516334,3.249018868624142
59,-5.601105246448452,-0.21074577551150167,-0.3446523835549547
60,0.3601377599141721,-5.667499024234898,-0.2574861520836504
61,0.32966029964075877,0.31754381729511444,-5.640390444552245
62,-0.2668977918986213,-0.3112923120207193,5.599634647932441
63,-0.22593939918587655,5.732731019511222,0.2032219587902072
64,5.670390540543717,0.3463969583526411,0.447041827132349
65,-3.59380271503377,-4.673340587018112,-2.0545022493335434
66,-3.4348130486767747,-5.11521484837648,0.4281465582119488
67,-4.122650309902642,-1.4347766534138522,-4.37882431555087
68,-4.28271250633681,-1.973699357414799,3.6733957766849934
69,-4.204888646891858,1.4447958019061913,-4.333790903392134
70,-4.617599630024123,0.9254705011609051,3.9880760991786373
71,-4.3267724963032865,4.269667308491561,-1.4636617457321077
72,-4.413433599249405,4.181456230008601,1.3789874739449492
73,-0.4938376072108597,-3.5230276095447124,-4.959503292318454
74,-1.426606141340042,-4.412384557744852,4.113957392526101
75,-1.4092294559226857,4.369423036941436,-4.252843322231745
76,-1.954991985443222,3.972998000476935,4.41417731014205
77,2.3438413705917673,-3.27312016827245,-4.918495448750342
78,1.4360408654458017,-4.337116322783286,4.223134182334866
79,1.4592688737134392,4.4460753930018315,-4.162415747271113
80,0.8843867347141443,4.124621470051737,4.61285178376172
81,4.461858003735235,-4.128546261626674,-1.3869481707893114
82,4.364661257260981,-4.210587044453306,1.4702882705818174
83,5.074798530254312,-0.3735970547445205,-3.3793860558055155
84,4.216186072912238,-1.4191690946192508,4.378167161378523
85,4.681930542040075,2.039430488168516,-3.733502323150848
