,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.838,0.002,0.002
3,3.0,0.0,9.838,0.001,0.002
4,4.0,0.0,5.486,0.001,0.002
5,5.0,0.0,5.486,0.001,0.002
6,6.0,0.0,3.882,0.001,0.002
7,79.0,10.0,1.014,0.156,0.16
8,80.0,10.0,1.014,0.167,0.167
9,81.0,10.0,1.014,0.193,0.193
10,82.0,10.0,1.006,0.183,0.193
11,83.0,10.0,1.006,0.189,0.193
12,84.0,10.0,1.051,0.183,0.193
13,85.0,10.0,1.051,0.188,0.193
14,86.0,10.0,1.044,0.183,0.193
15,159.0,20.0,0.976,0.624,0.633
16,160.0,20.0,0.976,0.647,0.647
17,161.0,20.0,0.976,0.697,0.697
18,162.0,20.0,0.974,0.677,0.697
19,163.0,20.0,0.974,0.688,0.697
20,164.0,20.0,0.978,0.677,0.697
21,165.0,20.0,0.978,0.688,0.697
22,166.0,20.0,0.977,0.677,0.697
23,239.0,30.0,0.938,1.412,1.425
24,240.0,30.0,0.938,1.448,1.448
25,241.0,30.0,0.938,1.523,1.523
26,242.0,30.0,0.936,1.493,1.523
27,243.0,30.0,0.936,1.509,1.523
28,244.0,30.0,0.938,1.493,1.523
29,245.0,30.0,0.938,1.509,1.523
30,246.0,30.0,0.938,1.493,1.523
31,319.0,40.0,0.904,2.543,2.561
32,320.0,40.0,0.904,2.592,2.592
33,321.0,40.0,0.904,2.694,2.694
34,322.0,40.0,0.902,2.653,2.694
35,323.0,40.0,0.902,2.674,2.694
36,324.0,40.0,0.901,2.653,2.694
37,325.0,40.0,0.901,2.674,2.694
38,326.0,40.0,0.902,2.653,2.694
39,399.0,50.0,0.871,4.016,4.04
40,400.0,50.0,0.871,4.078,4.078
41,401.0,50.0,0.871,4.207,4.207
42,402.0,50.0,0.868,4.155,4.207
43,403.0,50.0,0.868,4.182,4.207
44,404.0,50.0,0.868,4.155,4.207
45,405.0,50.0,0.868,4.182,4.207
46,406.0,50.0,0.869,4.155,4.207
47,479.0,60.0,0.842,5.84,5.87
48,480.0,60.0,0.842,5.916,5.916
49,481.0,60.0,0.842,6.072,6.072
50,482.0,60.0,0.838,6.01,6.072
51,483.0,60.0,0.838,6.042,6.072
52,484.0,60.0,0.838,6.01,6.072
53,485.0,60.0,0.838,6.042,6.072
54,486.0,60.0,0.838,6.01,6.072
55,559.0,70.0,0.811,8.013,8.048
56,560.0,70.0,0.811,8.102,8.102
57,561.0,70.0,0.811,8.284,8.284
58,562.0,70.0,0.807,8.211,8.284
59,563.0,70.0,0.807,8.249,8.284
60,564.0,70.0,0.808,8.211,8.284
61,565.0,70.0,0.808,8.249,8.284
62,566.0,70.0,0.808,8.211,8.284
63,639.0,80.0,0.788,10.524,10.564
64,640.0,80.0,0.788,10.626,10.626
65,641.0,80.0,0.788,10.834,10.834
66,642.0,80.0,0.785,10.751,10.834
67,643.0,80.0,0.785,10.793,10.834
68,644.0,80.0,0.786,10.751,10.834
69,645.0,80.0,0.786,10.793,10.834
70,646.0,80.0,0.786,10.751,10.834
71,719.0,90.0,0.776,13.361,13.408
72,720.0,90.0,0.776,13.477,13.477
73,721.0,90.0,0.776,13.71,13.71
74,722.0,90.0,0.773,13.617,13.71
75,723.0,90.0,0.773,13.662,13.71
76,724.0,90.0,0.773,13.617,13.71
77,725.0,90.0,0.773,13.662,13.71
78,726.0,90.0,0.774,13.617,13.71
79,799.0,100.0,0.754,16.516,16.569
80,800.0,100.0,0.754,16.646,16.646
81,801.0,100.0,0.754,16.903,16.903
82,802.0,100.0,0.752,16.8,16.903
83,803.0,100.0,0.752,16.849,16.903
84,804.0,100.0,0.752,16.8,16.903
85,805.0,100.0,0.752,16.849,16.903
86,806.0,100.0,0.754,16.8,16.903
87,879.0,110.0,0.733,19.978,20.038
88,880.0,110.0,0.733,20.122,20.122
89,881.0,110.0,0.733,20.401,20.401
90,882.0,110.0,0.731,20.289,20.401
91,883.0,110.0,0.731,20.341,20.401
92,884.0,110.0,0.73,20.289,20.401
93,885.0,110.0,0.73,20.341,20.401
94,886.0,110.0,0.731,20.289,20.401
95,959.0,120.0,0.698,23.736,23.799
96,960.0,120.0,0.698,23.889,23.889
97,961.0,120.0,0.698,24.191,24.191
