,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,10.407,0.002,0.002
3,3.0,0.0,10.407,0.001,0.002
4,4.0,0.0,5.638,0.001,0.002
5,5.0,0.0,5.638,0.001,0.002
6,6.0,0.0,3.987,0.001,0.002
7,79.0,10.0,1.116,0.193,0.197
8,80.0,10.0,1.116,0.205,0.205
9,81.0,10.0,1.116,0.233,0.233
10,82.0,10.0,1.107,0.222,0.233
11,83.0,10.0,1.107,0.229,0.233
12,84.0,10.0,1.117,0.222,0.233
13,85.0,10.0,1.117,0.229,0.233
14,86.0,10.0,1.114,0.222,0.233
15,159.0,20.0,1.03,0.69,0.699
16,160.0,20.0,1.03,0.714,0.714
17,161.0,20.0,1.03,0.767,0.767
18,162.0,20.0,1.029,0.745,0.767
19,163.0,20.0,1.029,0.757,0.767
20,164.0,20.0,1.033,0.745,0.767
21,165.0,20.0,1.033,0.757,0.767
22,166.0,20.0,1.031,0.746,0.767
23,239.0,30.0,0.98,1.514,1.528
24,240.0,30.0,0.98,1.55,1.55
25,241.0,30.0,0.98,1.628,1.628
26,242.0,30.0,0.977,1.597,1.628
27,243.0,30.0,0.977,1.614,1.628
28,244.0,30.0,0.978,1.597,1.628
29,245.0,30.0,0.978,1.614,1.628
30,246.0,30.0,0.977,1.597,1.628
31,319.0,40.0,0.947,2.648,2.667
32,320.0,40.0,0.947,2.697,2.697
33,321.0,40.0,0.947,2.798,2.798
34,322.0,40.0,0.944,2.757,2.798
35,323.0,40.0,0.944,2.778,2.798
36,324.0,40.0,0.944,2.758,2.798
37,325.0,40.0,0.944,2.778,2.798
38,326.0,40.0,0.944,2.758,2.798
39,399.0,50.0,0.907,4.094,4.117
40,400.0,50.0,0.907,4.154,4.154
41,401.0,50.0,0.907,4.28,4.28
42,402.0,50.0,0.903,4.23,4.28
43,403.0,50.0,0.903,4.256,4.28
44,404.0,50.0,0.903,4.23,4.28
45,405.0,50.0,0.903,4.256,4.28
46,406.0,50.0,0.904,4.23,4.28
47,479.0,60.0,0.873,5.863,5.891
48,480.0,60.0,0.873,5.936,5.936
49,481.0,60.0,0.873,6.087,6.087
50,482.0,60.0,0.868,6.027,6.087
51,483.0,60.0,0.868,6.058,6.087
52,484.0,60.0,0.869,6.027,6.087
53,485.0,60.0,0.869,6.058,6.087
54,486.0,60.0,0.869,6.027,6.087
55,559.0,70.0,0.834,7.975,8.009
56,560.0,70.0,0.834,8.061,8.061
57,561.0,70.0,0.834,8.239,8.239
58,562.0,70.0,0.83,8.168,8.239
59,563.0,70.0,0.83,8.205,8.239
60,564.0,70.0,0.83,8.168,8.239
61,565.0,70.0,0.83,8.205,8.239
62,566.0,70.0,0.831,8.168,8.239
63,639.0,80.0,0.8,10.43,10.468
64,640.0,80.0,0.8,10.529,10.529
65,641.0,80.0,0.8,10.733,10.733
66,642.0,80.0,0.798,10.651,10.733
67,643.0,80.0,0.798,10.693,10.733
68,644.0,80.0,0.798,10.651,10.733
69,645.0,80.0,0.798,10.693,10.733
70,646.0,80.0,0.798,10.651,10.733
71,719.0,90.0,0.774,13.218,13.261
72,720.0,90.0,0.774,13.33,13.33
73,721.0,90.0,0.774,13.559,13.559
74,722.0,90.0,0.771,13.467,13.559
75,723.0,90.0,0.771,13.515,13.559
76,724.0,90.0,0.772,13.467,13.559
77,725.0,90.0,0.772,13.515,13.559
78,726.0,90.0,0.772,13.467,13.559
79,799.0,100.0,0.744,16.336,16.383
80,800.0,100.0,0.744,16.459,16.459
81,801.0,100.0,0.744,16.713,16.713
82,802.0,100.0,0.741,16.611,16.713
83,803.0,100.0,0.741,16.666,16.713
84,804.0,100.0,0.741,16.611,16.713
85,805.0,100.0,0.741,16.665,16.713
86,806.0,100.0,0.741,16.611,16.713
87,879.0,110.0,0.716,19.769,19.821
88,880.0,110.0,0.716,19.903,19.903
89,881.0,110.0,0.716,20.181,20.181
90,882.0,110.0,0.713,20.07,20.181
91,883.0,110.0,0.713,20.129,20.181
92,884.0,110.0,0.714,20.07,20.181
93,885.0,110.0,0.714,20.128,20.181
94,886.0,110.0,0.715,20.07,20.181
95,959.0,120.0,0.717,23.478,23.545
96,960.0,120.0,0.717,23.634,23.634
97,961.0,120.0,0.717,23.931,23.931
