Generated by pymatgen.io.lammps.data.LammpsData

2000  atoms

   4  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.845
2   1.008
3   4.003
4  51.996

Atoms

1     1  0.000000  0.000000  0.000000
2     1  0.000000  0.000000  2.855312
3     1  0.000000  0.000000  5.710624
4     1  0.000000  0.000000  8.565936
5     1  0.000000  0.000000 11.421248
6     1  0.000000  0.000000 14.276560
7     1  0.000000  0.000000 17.131872
8     1  0.000000  0.000000 19.987184
9     1  0.000000  0.000000 22.842496
10    1  0.000000  0.000000 25.697808
11    1  0.000000  2.855312  0.000000
12    1  0.000000  2.855312  2.855312
13    1  0.000000  2.855312  5.710624
14    1  0.000000  2.855312  8.565936
15    1  0.000000  2.855312 11.421248
16    1  0.000000  2.855312 14.276560
17    1  0.000000  2.855312 17.131872
18    1  0.000000  2.855312 19.987184
19    1  0.000000  2.855312 22.842496
20    1  0.000000  2.855312 25.697808
21    1  0.000000  5.710624  0.000000
22    1  0.000000  5.710624  2.855312
23    1  0.000000  5.710624  5.710624
24    1  0.000000  5.710624  8.565936
25    1  0.000000  5.710624 11.421248
26    1  0.000000  5.710624 14.276560
27    1  0.000000  5.710624 17.131872
28    1  0.000000  5.710624 19.987184
29    1  0.000000  5.710624 22.842496
30    1  0.000000  5.710624 25.697808
31    1  0.000000  8.565936  0.000000
32    1  0.000000  8.565936  2.855312
33    1  0.000000  8.565936  5.710624
34    1  0.000000  8.565936  8.565936
35    1  0.000000  8.565936 11.421248
36    1  0.000000  8.565936 14.276560
37    1  0.000000  8.565936 17.131872
38    1  0.000000  8.565936 19.987184
39    1  0.000000  8.565936 22.842496
40    1  0.000000  8.565936 25.697808
41    1  0.000000 11.421248  0.000000
42    1  0.000000 11.421248  2.855312
43    1  0.000000 11.421248  5.710624
44    1  0.000000 11.421248  8.565936
45    1  0.000000 11.421248 11.421248
46    1  0.000000 11.421248 14.276560
47    1  0.000000 11.421248 17.131872
48    1  0.000000 11.421248 19.987184
49    1  0.000000 11.421248 22.842496
50    1  0.000000 11.421248 25.697808
51    1  0.000000 14.276560  0.000000
52    1  0.000000 14.276560  2.855312
53    1  0.000000 14.276560  5.710624
54    1  0.000000 14.276560  8.565936
55    1  0.000000 14.276560 11.421248
56    1  0.000000 14.276560 14.276560
57    1  0.000000 14.276560 17.131872
58    1  0.000000 14.276560 19.987184
59    1  0.000000 14.276560 22.842496
60    1  0.000000 14.276560 25.697808
61    1  0.000000 17.131872  0.000000
62    1  0.000000 17.131872  2.855312
63    1  0.000000 17.131872  5.710624
64    1  0.000000 17.131872  8.565936
65    1  0.000000 17.131872 11.421248
66    1  0.000000 17.131872 14.276560
67    1  0.000000 17.131872 17.131872
68    1  0.000000 17.131872 19.987184
69    1  0.000000 17.131872 22.842496
70    1  0.000000 17.131872 25.697808
71    1  0.000000 19.987184  0.000000
72    1  0.000000 19.987184  2.855312
73    1  0.000000 19.987184  5.710624
74    1  0.000000 19.987184  8.565936
75    1  0.000000 19.987184 11.421248
76    1  0.000000 19.987184 14.276560
77    1  0.000000 19.987184 17.131872
78    1  0.000000 19.987184 19.987184
